compound_id,subset
PostEra-EDJ-MED-be9e6f63-2,train
PostEra-MAT-POS-e36d57d9-1,train
PostEra-MAT-POS-b4d6b7fc-8,train
PostEra-ALF-EVA-07677224-7,train
PostEra-EDJ-MED-be9e6f63-4,train
PostEra-MAT-POS-5cd9ea36-11,train
PostEra-MAT-POS-5cd9ea36-9,train
PostEra-MAT-POS-dd1fff26-1,train
PostEra-MAT-POS-5cd9ea36-8,train
PostEra-EDJ-MED-378a25ea-2,train
PostEra-MAT-POS-22373164-2,train
PostEra-MAT-POS-78ab8081-2,train
PostEra-MAT-POS-22373164-3,train
PostEra-EDJ-MED-76744c27-3,train
PostEra-MAT-POS-dd1fff26-2,train
PostEra-MAT-POS-b4d6b7fc-9,train
PostEra-MAT-POS-c7726e07-8,train
PostEra-MAT-POS-22373164-1,train
PostEra-MAT-POS-e194df51-1,train
PostEra-MAT-POS-bf364d7a-8,train
PostEra-EDJ-MED-be9e6f63-1,train
PostEra-MAT-POS-dc2604c4-1,train
PostEra-EDJ-MED-7889e8da-6,train
PostEra-MAT-POS-e194df51-2,train
PostEra-MAT-POS-5cd9ea36-10,train
GoStar-gvk_125563904,train
GoStar-gvk_125563999,train
GoStar-gvk_125563912,train
GoStar-gvk_125563897,train
GoStar-gvk_125563970,train
GoStar-gvk_125564005,train
GoStar-gvk_125563922,train
GoStar-gvk_125563924,train
GoStar-gvk_125563948,train
GoStar-gvk_125563894,train
GoStar-gvk_125563893,train
GoStar-gvk_125563903,train
GoStar-gvk_125564008,train
GoStar-gvk_125563923,train
GoStar-gvk_125563971,train
GoStar-gvk_125563950,train
GoStar-gvk_125564059,train
GoStar-gvk_125563925,train
GoStar-gvk_125564010,train
GoStar-gvk_125564060,train
GoStar-gvk_125563908,train
GoStar-gvk_125564061,train
GoStar-gvk_125563968,train
GoStar-gvk_125563931,train
GoStar-gvk_125563898,train
GoStar-gvk_125563901,train
GoStar-gvk_125564076,train
GoStar-gvk_125485595,train
GoStar-gvk_125485599,train
GoStar-gvk_125547056,train
GoStar-gvk_125485594,train
GoStar-gvk_125547071,train
GoStar-gvk_125547075,train
GoStar-gvk_125493449,train
GoStar-gvk_125485597,train
GoStar-gvk_125485609,train
GoStar-gvk_125547062,train
GoStar-gvk_125549103,train
GoStar-gvk_125547055,train
GoStar-gvk_125549101,train
GoStar-gvk_125485592,train
GoStar-gvk_125485607,train
GoStar-gvk_125485514,train
GoStar-gvk_125485591,train
GoStar-gvk_125549100,train
GoStar-gvk_125485610,train
GoStar-gvk_125549102,train
GoStar-gvk_125493741,train
other-PF-07321332,train
GoStar-gvk_125485596,train
GoStar-gvk_125547052,train
GoStar-gvk_125547070,train
GoStar-gvk_125547065,train
GoStar-gvk_125564056,train
GoStar-gvk_125563841,train
GoStar-gvk_125564057,train
GoStar-gvk_125563896,train
GoStar-gvk_125564006,train
GoStar-gvk_125564063,train
GoStar-gvk_125564070,train
GoStar-gvk_125563888,train
GoStar-gvk_125563902,train
GoStar-gvk_125563892,train
GoStar-gvk_125564064,train
GoStar-gvk_125564054,train
GoStar-gvk_125563826,train
GoStar-gvk_125564026,train
GoStar-gvk_125564039,train
GoStar-gvk_125564024,train
GoStar-gvk_125564040,train
GoStar-gvk_125564034,train
GoStar-gvk_125563997,train
GoStar-gvk_125563995,train
GoStar-gvk_125564048,train
GoStar-gvk_125563945,train
GoStar-gvk_125564055,train
GoStar-gvk_125564020,train
GoStar-gvk_125563952,train
GoStar-gvk_125564067,train
GoStar-gvk_125509623,train
GoStar-gvk_125509622,train
GoStar-gvk_125509696,train
GoStar-gvk_125509662,train
GoStar-gvk_125549079,train
GoStar-gvk_125391749,train
GoStar-gvk_125509624,train
GoStar-gvk_125509720,train
GoStar-gvk_125509640,train
GoStar-gvk_125509694,train
GoStar-gvk_125509531,train
GoStar-gvk_125509692,train
GoStar-gvk_125509690,train
GoStar-gvk_125435796,train
GoStar-gvk_125509698,train
GoStar-gvk_125509621,train
GoStar-gvk_125509532,train
GoStar-gvk_125509586,train
GoStar-gvk_125391837,train
GoStar-gvk_125509592,train
GoStar-gvk_125509546,train
GoStar-gvk_125509699,train
GoStar-gvk_125509599,train
GoStar-gvk_125509660,train
GoStar-gvk_125509620,train
PostEra-ALP-UNI-8d415491-6,train
PostEra-RAL-THA-4aa06b95-1,train
PostEra-ALP-UNI-8d415491-5,train
PostEra-RAL-THA-4aa06b95-7,train
PostEra-EDJ-MED-611d11e7-5,train
PostEra-ALP-UNI-3735e77e-4,train
PostEra-MAT-POS-c74bc7b3-1,train
PostEra-ALP-POS-966f8da6-2,train
PostEra-EDG-MED-5d232de5-4,train
PostEra-MAT-POS-ec6d90b7-5,train
PostEra-EDG-MED-5d232de5-5,train
PostEra-MAT-POS-86c60949-2,train
PostEra-EDJ-MED-611d11e7-8,train
PostEra-MIC-UNK-91acba05-6,train
PostEra-EDJ-MED-92e193ae-1,train
PostEra-MAT-POS-96f51285-6,train
PostEra-MAT-POS-ec6d90b7-6,train
PostEra-ALP-POS-477dc5b7-2,train
PostEra-RAL-THA-8416115c-9,train
PostEra-MAT-POS-f9802937-8,train
PostEra-EDG-MED-5d232de5-3,train
PostEra-ALP-POS-fe871b40-2,train
PostEra-MAT-POS-50a80394-2,train
PostEra-EDJ-MED-8bb691af-6,train
PostEra-ALP-POS-ecbed2ba-6,train
PostEra-MAT-POS-853c0ffa-9,train
PostEra-ALP-POS-ecbed2ba-3,train
PostEra-EDJ-MED-b6c6ee2b-3,train
PostEra-MAT-POS-853c0ffa-15,train
PostEra-MAT-POS-853c0ffa-22,train
PostEra-EDJ-MED-5cd3920d-6,train
PostEra-EDJ-MED-5cd3920d-5,train
PostEra-MAT-POS-853c0ffa-13,train
PostEra-MAT-POS-853c0ffa-16,train
PostEra-MAT-POS-853c0ffa-10,train
PostEra-MAT-POS-853c0ffa-5,train
PostEra-MAT-POS-853c0ffa-6,train
PostEra-MAT-POS-50a80394-1,train
PostEra-ALP-POS-ecbed2ba-22,train
PostEra-MIK-ENA-5d9157e9-2,train
PostEra-ALP-POS-1cbc2fae-1,train
PostEra-MAT-POS-c88128cb-4,train
PostEra-EDG-MED-b8f93667-4,train
PostEra-LUO-POS-868e8996-2,train
PostEra-MAT-POS-e119ab4f-5,train
PostEra-MAT-POS-c88128cb-14,train
PostEra-MAT-POS-c88128cb-15,train
PostEra-EDJ-MED-c3ea9889-4,train
PostEra-MAT-POS-806462de-2,train
PostEra-EDJ-MED-c3ea9889-2,train
PostEra-EDJ-MED-c3ea9889-3,train
PostEra-MAT-POS-c88128cb-12,train
PostEra-LUO-POS-868e8996-1,train
PostEra-ALP-POS-1cbc2fae-2,train
PostEra-MAT-POS-806462de-1,train
PostEra-ALP-POS-a577c8a2-1,train
PostEra-EDJ-MED-3bfd841e-1,train
PostEra-JAN-GHE-83b26c96-12,train
PostEra-WIL-MOD-03b86a88-6,train
PostEra-EDG-MED-0da5ad92-7,train
PostEra-TRY-UNI-714a760b-3,train
PostEra-RAL-THA-6b94ceba-13,train
PostEra-MAT-POS-1e5f28a7-1,train
PostEra-MAT-POS-bb423b95-5,train
PostEra-TRY-UNI-714a760b-18,train
PostEra-JIN-POS-6dc588a4-6,train
PostEra-JAN-GHE-83b26c96-8,train
PostEra-RAL-THA-6b94ceba-12,train
PostEra-WIL-MOD-03b86a88-5,train
PostEra-TRY-UNI-714a760b-6,train
PostEra-TRY-UNI-714a760b-19,train
PostEra-JIN-POS-6dc588a4-3,train
PostEra-SAM-UNK-2684b532-12,train
GoStar-gvk_125437173,train
GoStar-gvk_125436296,train
GoStar-gvk_125392117,train
GoStar-gvk_125437438,train
GoStar-gvk_125437359,train
GoStar-gvk_125436292,train
GoStar-gvk_125437183,train
GoStar-gvk_125392185,train
GoStar-gvk_125392183,train
GoStar-gvk_125449837,train
GoStar-gvk_125436399,train
GoStar-gvk_125436473,train
GoStar-gvk_125437196,train
GoStar-gvk_125493585,train
GoStar-gvk_125437423,train
GoStar-gvk_125436367,train
GoStar-gvk_125392189,train
GoStar-gvk_125392197,train
GoStar-gvk_125436284,train
GoStar-gvk_125392177,train
GoStar-gvk_125436640,train
GoStar-gvk_125392095,train
GoStar-gvk_125392187,train
GoStar-gvk_125436301,train
GoStar-gvk_125392191,train
GoStar-gvk_125436366,train
GoStar-gvk_125436158,train
GoStar-gvk_125436286,train
GoStar-gvk_125392173,train
GoStar-gvk_125436299,train
CHEMBL1408862,train
PostEra-STE-KUL-d79e3d6a-3,train
CHEMBL120563,train
CHEMBL9116,train
world_drugs-ZINC000003874604,train
GoStar-gvk_124981494,train
ZINC3870891,train
GoStar-gvk_125500825,train
GoStar-gvk_124982000,train
PostEra-STE-KUL-d79e3d6a-2,train
CHEMBL571700,train
GoStar-gvk_124981998,train
cas-184179-08-6,train
CHEMBL1201073,train
PostEra-ALP-POS-88a7a97e-48,train
PostEra-ALP-POS-88a7a97e-33,train
PostEra-ALP-POS-88a7a97e-13,train
PostEra-ALP-POS-88a7a97e-46,train
PostEra-ALP-POS-88a7a97e-29,train
PostEra-ALP-POS-88a7a97e-16,train
PostEra-ALP-POS-88a7a97e-10,train
PostEra-ALP-POS-88a7a97e-31,train
PostEra-ALP-POS-88a7a97e-38,train
PostEra-ALP-POS-88a7a97e-5,train
PostEra-ALP-POS-88a7a97e-3,train
PostEra-ALP-POS-88a7a97e-19,train
PostEra-ALP-POS-88a7a97e-17,train
